Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
Business;30-40;;Yes;Direct Traffic;3;1353;3;0
Business;30-40;;Yes;Direct Traffic;2;682;2;0
Unemployed/other;40+;Netflix;Yes;Google;5;1826;2.5;1
Unemployed/other;40+;None;No;Direct Traffic;2;125;2;0
;;;Yes;Google;4;956;1.33;0
;;;Yes;Google;3;815;1.5;1
;;;Yes;Google;5;1411;5;1
Business;30-40;Netflix;Yes;Google;7;1010;2.33;1
Business;30-40;;Yes;Google;3;1174;3;0
;;;Yes;Google;3;100;1.5;0
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;;Yes;Others;0;0;0;1
Engineering;18-30;Both;Yes;Google;3;1678;3;1
;;;Yes;Direct Traffic;7;1164;7;1
;;;Yes;Google;2;139;2;1
Medical;35-50;None;Yes;Facebook;0;0;0;0
Business;30-40;;No;Direct Traffic;1;296;1;0
Engineering;18-30;Both;Yes;Google;3;1510;3;1
Engineering;18-30;Both;Yes;Google;0;0;0;1
Engineering;18-30;Both;Yes;Direct Traffic;8;1255;8;1
Business;30-40;Netflix;Yes;Google;4;153;4;0
;;;Yes;Direct Traffic;4;231;4;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Both;Yes;Others;0;0;0;1
Law;18-30;Netflix;Yes;Direct Traffic;4;1502;2;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;4;308;4;0
Business;30-40;Netflix;Yes;Google;7;1237;7;1
Unemployed/other;40+;None;Yes;Direct Traffic;4;347;4;0
Business;30-40;Both;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;4;391;4;1
Business;30-40;Netflix;Yes;Google;2;1310;1;1
Business;30-40;Netflix;Yes;Google;2;253;2;1
Business;30-40;Netflix;Yes;Google;6;115;6;0
Unemployed/other;40+;None;Yes;Google;5;421;2.5;0
;;;Yes;Facebook;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;4;1388;4;1
Business;30-40;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;7;1398;3.5;1
;;;Yes;Google;5;235;5;1
Law;30-40;Netflix;Yes;Direct Traffic;2;1007;2;1
Unemployed/other;40+;None;Yes;Direct Traffic;6;1399;6;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Direct Traffic;3;1383;3;1
Business;30-40;None;Yes;Google;3;325;3;0
;;;Yes;Direct Traffic;4;1005;1.33;1
Law;30-40;Netflix;Yes;Direct Traffic;5;803;2.5;1
Law;40+;Spotify;Yes;Direct Traffic;2;1321;2;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;5;1533;2.5;0
Engineering;18-30;Both;Yes;Direct Traffic;2;41;2;1
;;;Yes;Direct Traffic;4;128;4;1
Business;30-40;None;No;Direct Traffic;3;231;3;0
Unemployed/other;40+;Netflix;Yes;Google;4;1115;4;1
Business;30-40;None;Yes;Direct Traffic;5;91;2.5;0
Unemployed/other;40+;None;Yes;Google;4;1148;4;1
Law;18-30;Netflix;Yes;Google;2;916;2;1
Business;30-40;;Yes;Google;0;0;0;1
Unemployed/other;40+;Spotify;Yes;Google;5;1436;5;1
Business;40+;Netflix;Yes;Direct Traffic;4;913;4;1
Unemployed/other;40+;Spotify;Yes;Facebook;0;0;0;1
;;;No;Google;2;56;2;0
Unemployed/other;40+;None;Yes;Google;5;497;5;0
;;;Yes;Direct Traffic;4;1192;4;1
;;;No;Facebook;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;3;458;3;0
;;;Yes;Google;13;58;2.6;0
;;;No;Google;7;212;1.75;0
Unemployed/other;40+;Netflix;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Both;Yes;Google;3;1076;1;1
Engineering;18-30;None;Yes;Google;4;395;2;0
;;;Yes;Direct Traffic;4;770;4;0
Business;30-40;Netflix;Yes;Direct Traffic;11;78;5.5;0
Business;30-40;Netflix;Yes;Google;2;1236;2;1
Business;30-40;None;Yes;Direct Traffic;8;1677;2;0
;;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;6;246;6;1
Business;30-40;Both;Yes;Google;;1672;;1
;;;Yes;Google;2;693;1;1
Business;30-40;Netflix;Yes;Google;;1464;;1
Business;30-40;None;Yes;Google;12;150;3;0
;;;Yes;Google;2;1273;2;0
;;;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;102;2;0
Unemployed/other;40+;None;Yes;Google;3;256;3;0
;;;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;4;452;1.33;0
Unemployed/other;40+;None;Yes;Direct Traffic;3;350;3;0
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;9;165;4.5;0
Business;30-40;;Yes;Direct Traffic;2;47;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;53;1.5;0
;;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;170;2;0
;;;Yes;Direct Traffic;3;1742;3;1
;;;No;Google;3;1040;3;0
Business;30-40;None;Yes;Google;2;30;2;1
Unemployed/other;40+;Spotify;Yes;Google;4;827;4;1
Business;30-40;Netflix;No;Google;6;1668;6;0
Business;30-40;Netflix;Yes;Google;2;1795;2;1
;;;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Google;12;1117;2.4;1
;;;Yes;Google;2;1542;2;1
Business;30-40;None;Yes;Google;6;262;6;0
Business;30-40;;No;Google;2;1016;2;0
Law;30-40;None;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;3;130;3;1
Law;18-30;Netflix;Yes;Google;6;1094;2;1
Business;30-40;Netflix;Yes;Google;2;336;2;0
Unemployed/other;40+;None;Yes;Google;3;234;3;0
;;;Yes;Google;2;31;2;0
Law;40+;None;Yes;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Google;4;926;4;1
Law;18-30;Netflix;Yes;Google;2;970;1;1
Business;30-40;Netflix;Yes;Google;3;1360;3;1
Business;30-40;Netflix;Yes;Google;5;725;2.5;1
Unemployed/other;40+;None;Yes;Google;2;979;2;1
Business;30-40;;Yes;Direct Traffic;5;327;2.5;0
;;;Yes;Facebook;3;93;3;0
Law;18-30;Netflix;Yes;Google;4;804;1.33;1
;;;Yes;Google;3;789;1;1
Unemployed/other;40+;None;Yes;Google;6;1295;3;1
Business;35-50;None;No;Facebook;0;0;0;0
Medical;35-50;None;Yes;Google;3;937;1.5;0
;;;Yes;Google;9;234;4.5;1
;;;Yes;Google;5;201;5;0
;;;Yes;Direct Traffic;12;9;1.71;0
Law;18-30;Netflix;Yes;Google;9;1416;1.8;1
;;;Yes;Facebook;3;334;1.5;0
Law;35-50;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;5;463;5;0
Law;18-30;Netflix;Yes;Google;1;397;1;0
Business;30-40;None;Yes;Direct Traffic;6;548;2;1
Unemployed/other;40+;None;Yes;Google;2;663;2;0
Unemployed/other;40+;None;Yes;Google;2;202;2;0
Business;30-40;Netflix;Yes;Google;3;1358;3;1
Business;30-40;Netflix;Yes;Direct Traffic;3;219;3;0
Business;30-40;None;Yes;Google;3;1768;3;1
Business;30-40;None;Yes;Google;3;261;3;0
Law;40+;None;Yes;Google;2;221;2;0
Business;30-40;None;Yes;Google;3;1031;3;1
Unemployed/other;40+;Spotify;Yes;Google;6;942;3;1
Law;30-40;;No;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;7;1522;7;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;0
Engineering;18-30;None;Yes;Google;3;951;1.5;1
Engineering;18-30;Both;Yes;Google;13;1311;1.86;1
Business;30-40;;No;Direct Traffic;3;389;3;0
Unemployed/other;40+;None;Yes;Google;3;1291;3;0
Business;30-40;Netflix;No;Google;6;1047;6;0
Business;30-40;Netflix;Yes;Google;4;1123;4;0
Business;30-40;None;Yes;Google;4;861;4;1
Unemployed/other;40+;Netflix;Yes;Google;2;197;2;0
;;;Yes;Google;8;286;8;0
Engineering;18-30;Both;Yes;Google;3;1774;3;1
Engineering;18-30;None;Yes;Facebook;0;0;0;1
Law;30-40;Both;Yes;Direct Traffic;7;1500;2.33;1
Business;30-40;None;Yes;Google;5;401;5;0
Business;30-40;None;Yes;Google;4;948;4;0
Business;30-40;;Yes;Google;3;1493;3;0
Medical;35-50;None;Yes;Direct Traffic;4;32;2;0
Business;30-40;Netflix;Yes;Direct Traffic;5;209;1.67;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;129;2;1
Business;30-40;Netflix;Yes;Direct Traffic;5;1006;5;0
Law;30-40;Netflix;Yes;Direct Traffic;6;109;6;1
Business;30-40;None;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Google;3;1219;3;0
Business;30-40;;Yes;Direct Traffic;2;1984;2;0
;;;Yes;Google;3;151;3;0
Law;30-40;Netflix;Yes;Direct Traffic;3;370;3;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Google;4;305;4;0
Business;30-40;None;Yes;Google;2;1651;2;1
Business;30-40;None;Yes;Direct Traffic;7;358;7;0
Business;30-40;Netflix;Yes;Direct Traffic;4;373;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;4;84;4;0
Business;30-40;None;Yes;Google;4;507;4;0
Law;30-40;Netflix;No;Google;11;1494;11;0
Law;30-40;Netflix;Yes;Direct Traffic;2;272;2;0
Engineering;18-30;Netflix;Yes;Google;11;115;5.5;1
Business;30-40;Both;Yes;Google;7;941;7;1
Business;30-40;None;Yes;Direct Traffic;3;71;1.5;0
Unemployed/other;40+;None;Yes;Google;3;1033;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;1;119;1;0
Business;30-40;;Yes;Direct Traffic;3;1281;3;1
;;;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Direct Traffic;7;90;2.33;0
Business;30-40;None;Yes;Google;4;43;4;0
Law;30-40;Netflix;Yes;Direct Traffic;6;1957;1.5;1
Business;30-40;None;Yes;Google;5;1004;2.5;0
Business;30-40;None;Yes;Google;2;1260;2;1
Law;30-40;None;Yes;Facebook;0;0;0;1
;;;No;Google;4;291;4;0
Business;30-40;None;Yes;Direct Traffic;2;1083;2;0
Unemployed/other;40+;None;Yes;Google;2;278;2;0
Law;18-30;Netflix;Yes;Google;26;120;13;1
Law;30-40;Netflix;Yes;Direct Traffic;2;1496;2;1
Business;30-40;Netflix;Yes;Google;5;527;5;0
Business;30-40;Netflix;Yes;Google;2;0;2;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Google;4;29;1.33;0
Business;30-40;;Yes;Google;10;1337;10;1
Business;30-40;Netflix;Yes;Google;14;302;3.5;0
;;;Yes;Google;4;1589;4;0
Business;30-40;Netflix;Yes;Google;4;384;4;1
Law;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;4;1524;4;1
Unemployed/other;40+;None;Yes;Google;10;1306;2.5;0
Business;30-40;None;Yes;Direct Traffic;2;74;2;0
Business;30-40;None;Yes;Google;2;105;2;0
;;;Yes;Google;4;109;1.33;0
Business;30-40;Netflix;Yes;Direct Traffic;4;1477;4;1
Law;30-40;Spotify;Yes;Google;5;576;5;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;None;No;Direct Traffic;9;701;9;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;8;108;4;0
;;;Yes;Google;3;465;3;0
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;Google;3;1303;3;1
Unemployed/other;40+;Spotify;Yes;Google;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;4;21;4;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;2;415;2;0
Business;30-40;Netflix;Yes;Google;6;1202;3;1
Business;30-40;;Yes;Google;2;1164;1;1
;;;No;Direct Traffic;4;68;2;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;18-30;Netflix;Yes;Google;5;1347;2.5;1
Business;30-40;Both;Yes;Google;;1168;;1
Business;30-40;None;No;Google;5;245;2.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Direct Traffic;2;221;2;0
Unemployed/other;40+;Spotify;Yes;Direct Traffic;7;224;7;0
Business;30-40;;Yes;Google;5;171;2.5;0
Business;30-40;;Yes;Direct Traffic;4;1298;2;1
Business;30-40;None;Yes;Direct Traffic;2;333;2;0
Business;30-40;Netflix;Yes;Direct Traffic;2;288;2;0
Unemployed/other;40+;Spotify;Yes;Direct Traffic;3;1136;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;4;135;4;0
Business;30-40;None;Yes;Google;4;1195;1.33;0
Business;30-40;Netflix;Yes;Direct Traffic;2;1380;2;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Google;7;945;3.5;1
Engineering;18-30;Both;Yes;Google;21;558;3.5;1
Business;30-40;None;Yes;Direct Traffic;4;504;4;0
Business;30-40;;Yes;Google;3;1350;3;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;5;1557;5;1
Business;30-40;None;Yes;Google;3;18;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;Direct Traffic;2;204;2;0
Business;30-40;Spotify;Yes;Google;14;1200;2.8;1
Business;30-40;None;Yes;Direct Traffic;3;1288;1.5;0
Business;30-40;Netflix;No;Google;3;242;3;0
;;;Yes;Google;4;849;4;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;3;899;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;120;1.5;0
Unemployed/other;40+;None;Yes;Direct Traffic;2;131;2;0
;;;Yes;Facebook;3;54;1.5;0
Business;30-40;None;Yes;Direct Traffic;3;446;1.5;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;2;119;2;0
Business;30-40;;Yes;Google;2;61;2;0
Business;30-40;;Yes;Direct Traffic;4;244;4;0
;;;No;Direct Traffic;4;545;2;0
Business;30-40;;Yes;Direct Traffic;2;547;2;0
Business;30-40;None;Yes;Google;4;113;4;0
Business;30-40;None;Yes;Direct Traffic;1;384;1;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Direct Traffic;2;53;2;0
Business;30-40;Netflix;Yes;Google;7;279;3.5;0
Medical;35-50;Spotify;Yes;Direct Traffic;2;440;2;0
Business;30-40;None;Yes;Google;3;995;3;1
Unemployed/other;40+;None;Yes;Direct Traffic;5;38;2.5;0
;;;Yes;Direct Traffic;5;100;1.25;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Direct Traffic;2;461;2;0
;;;Yes;Direct Traffic;4;119;4;0
Business;30-40;None;Yes;Google;2;1324;2;0
Business;30-40;Spotify;Yes;Google;4;981;4;1
Business;30-40;None;Yes;Google;2;225;2;0
Business;30-40;;Yes;Direct Traffic;12;247;2.4;0
;;;No;Facebook;0;0;0;0
Business;30-40;Both;Yes;Direct Traffic;3;1321;1.5;1
Business;30-40;;Yes;Google;6;178;1.5;0
Business;30-40;;No;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;7;1147;7;0
Business;30-40;None;Yes;Google;4;1563;4;1
Unemployed/other;40+;None;Yes;Google;1;16;1;0
Law;18-30;Netflix;Yes;Direct Traffic;2;1152;2;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;6;457;3;0
Business;30-40;;Yes;Google;5;12;1.67;0
Business;30-40;Both;Yes;Google;0;0;0;1
;;;Yes;Google;2;291;2;1
;;;Yes;Google;4;60;2;0
;;;Yes;Google;4;127;4;0
Business;30-40;Netflix;No;Google;3;922;3;0
Business;30-40;Netflix;Yes;Direct Traffic;3;1089;3;1
Unemployed/other;40+;None;Yes;Google;16;262;8;0
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;273;1.5;0
Business;30-40;None;Yes;Google;2;10;2;0
;;;Yes;Direct Traffic;4;15;4;0
Business;30-40;;Yes;Direct Traffic;1;343;1;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;5;273;5;1
Unemployed/other;40+;Spotify;Yes;Google;3;152;3;0
Business;30-40;None;No;Direct Traffic;2;122;2;0
Business;30-40;;Yes;Google;2;371;2;0
Unemployed/other;40+;None;Yes;Direct Traffic;2;1325;2;1
Business;30-40;Netflix;Yes;Google;4;1494;4;1
Business;30-40;Netflix;Yes;Direct Traffic;3;952;3;0
Business;30-40;None;No;Direct Traffic;4;209;4;0
Business;30-40;;Yes;Google;7;1032;2.33;0
Unemployed/other;40+;Netflix;Yes;Google;5;405;5;0
;;;No;Direct Traffic;16;103;16;0
;;;No;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Google;6;1201;3;1
;;;Yes;Direct Traffic;5;49;5;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;5;284;2.5;1
Business;30-40;;Yes;Google;5;44;2.5;0
Business;30-40;None;Yes;Google;5;87;5;0
Engineering;18-30;Spotify;Yes;Google;5;1171;5;1
;;;No;Direct Traffic;1;322;1;0
Engineering;18-30;Netflix;Yes;Google;2;1484;1;1
;;;Yes;Google;3;70;1.5;0
;;;Yes;Google;16;804;2.29;0
Unemployed/other;40+;Spotify;Yes;Google;3;214;3;0
Engineering;18-30;Both;Yes;Google;5;1397;2.5;1
Business;30-40;None;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Google;4;1081;4;0
Unemployed/other;40+;None;Yes;Google;1;55;1;0
Engineering;18-30;Both;Yes;Google;;992;;1
Medical;35-50;None;Yes;Google;3;1507;1.5;0
Business;35-50;None;Yes;Google;2;535;2;0
Unemployed/other;40+;Spotify;Yes;Google;5;1060;2.5;1
;;;Yes;Direct Traffic;2;1421;2;0
Unemployed/other;40+;None;Yes;Google;1;419;1;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;18-30;Netflix;Yes;Direct Traffic;4;63;2;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Google;2;444;2;0
;;;Yes;Direct Traffic;20;814;2.5;0
Engineering;18-30;Both;Yes;Direct Traffic;8;58;4;1
Business;30-40;None;Yes;Google;4;1298;4;1
Business;30-40;None;Yes;Google;2;13;1;1
Engineering;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;3;425;1.5;1
Business;30-40;Netflix;Yes;Google;4;824;4;0
Business;30-40;;Yes;Direct Traffic;9;145;4.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;4;219;4;0
Business;30-40;;Yes;Google;11;565;2.75;0
Business;30-40;;Yes;Google;4;165;4;0
Engineering;18-30;Spotify;Yes;Facebook;0;0;0;1
Law;18-30;Both;Yes;Google;11;591;3.67;1
Engineering;18-30;Spotify;Yes;Direct Traffic;4;887;4;1
Business;30-40;None;Yes;Direct Traffic;3;1686;3;0
Business;30-40;None;Yes;Google;5;110;5;0
Business;30-40;None;Yes;Direct Traffic;3;1364;1.5;1
Business;30-40;None;Yes;Facebook;0;0;0;1
Law;40+;Spotify;Yes;Direct Traffic;1;790;1;1
Engineering;18-30;Both;Yes;Direct Traffic;2;640;2;1
Unemployed/other;40+;None;No;Direct Traffic;1;1270;1;0
Business;30-40;;Yes;Direct Traffic;1;249;1;0
Business;30-40;None;Yes;Direct Traffic;5;339;5;0
Unemployed/other;40+;None;Yes;Direct Traffic;3;574;1.5;1
Business;30-40;;Yes;Google;9;978;4.5;0
Business;30-40;None;Yes;Direct Traffic;5;1098;5;1
;;;Yes;Facebook;0;0;0;1
;;;Yes;Google;10;2112;3.33;1
Business;30-40;None;Yes;Direct Traffic;2;268;2;0
;;;Yes;Google;3;1169;3;1
Medical;35-50;None;Yes;Direct Traffic;1;226;1;0
Business;30-40;None;Yes;Direct Traffic;6;122;3;1
;;;Yes;Direct Traffic;2;45;2;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;3;129;3;0
Unemployed/other;40+;None;Yes;Direct Traffic;3;1158;1.5;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Direct Traffic;1;131;1;0
Unemployed/other;40+;Spotify;Yes;Google;4;1770;4;1
Unemployed/other;40+;None;Yes;Direct Traffic;2;422;2;0
;;;Yes;Direct Traffic;4;75;4;0
Business;30-40;Netflix;Yes;Google;5;100;2.5;1
;;;No;Google;3;1801;3;0
Business;30-40;;No;Direct Traffic;4;383;4;0
Unemployed/other;40+;None;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;11;1042;5.5;1
Unemployed/other;40+;None;Yes;Google;5;304;2.5;0
Business;30-40;;Yes;Google;6;263;1.2;0
Unemployed/other;40+;None;Yes;Google;2;161;2;0
Business;30-40;;Yes;Direct Traffic;6;158;3;0
;;;Yes;Google;8;137;8;0
Business;30-40;;No;Google;5;333;5;0
Business;30-40;None;No;Direct Traffic;2;108;2;0
;;;Yes;Google;6;397;6;0
;;;No;Direct Traffic;1;907;1;0
Business;30-40;;Yes;Google;4;692;4;0
Engineering;18-30;Spotify;Yes;Google;4;1304;4;1
Business;30-40;None;Yes;Direct Traffic;6;223;2;1
Business;30-40;;No;Others;0;0;0;0
;;;Yes;Google;4;296;4;0
Business;30-40;;Yes;Direct Traffic;9;1022;1.5;1
Business;30-40;;Yes;Google;3;248;3;0
Business;30-40;;Yes;Facebook;0;0;0;0
Engineering;18-30;Spotify;Yes;Google;3;1660;1.5;1
Engineering;18-30;Both;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;17;869;1.21;0
Business;30-40;;Yes;Direct Traffic;10;360;2.5;0
Unemployed/other;40+;Spotify;Yes;Direct Traffic;6;353;6;0
Engineering;18-30;Both;Yes;Google;4;1547;4;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;5;420;5;0
Engineering;18-30;Both;Yes;Direct Traffic;3;1759;3;1
Business;30-40;None;Yes;Direct Traffic;2;65;2;0
Medical;35-50;None;No;Direct Traffic;3;53;3;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;4;1445;4;1
Business;30-40;Netflix;Yes;Direct Traffic;2;1289;2;0
Business;30-40;Netflix;Yes;Direct Traffic;4;949;4;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;40+;None;Yes;Direct Traffic;6;243;6;0
Business;30-40;None;Yes;Direct Traffic;2;1449;2;1
Engineering;18-30;Both;Yes;Google;1;886;1;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;No;Direct Traffic;2;195;2;0
Business;30-40;;Yes;Direct Traffic;5;391;1.25;0
Medical;35-50;None;Yes;Direct Traffic;2;1213;2;0
Business;30-40;;Yes;Google;3;1109;3;0
Business;30-40;None;No;Direct Traffic;74;1209;12.33;0
;;;Yes;Google;7;1061;3.5;1
;;;No;Direct Traffic;1;231;1;0
;;;Yes;Google;2;1241;1;1
Business;30-40;;Yes;Direct Traffic;4;209;4;0
Unemployed/other;40+;None;Yes;Google;4;690;4;0
Unemployed/other;40+;None;No;Direct Traffic;5;29;5;0
Business;30-40;;Yes;Direct Traffic;7;1123;7;1
Business;30-40;None;Yes;Google;3;1287;1.5;1
Engineering;18-30;Both;Yes;Google;0;0;0;1
Engineering;18-30;Both;Yes;Google;1;1770;1;1
Business;30-40;None;Yes;Google;4;107;4;0
Medical;35-50;None;Yes;Google;3;295;3;0
;;;Yes;Direct Traffic;2;265;2;0
;;;Yes;Facebook;0;0;0;0
;;;No;Direct Traffic;3;191;3;0
;;;Yes;Google;6;54;2;0
Business;30-40;;Yes;Google;0;0;0;0
;;;Yes;Google;3;79;1.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;6;288;3;0
Engineering;18-30;Both;Yes;Google;3;1379;3;1
Business;30-40;None;Yes;Direct Traffic;4;296;4;0
;;;Yes;Direct Traffic;3;1127;3;0
Business;30-40;Netflix;No;Direct Traffic;8;1814;2.67;0
Business;30-40;None;Yes;Direct Traffic;12;142;4;0
;;;Yes;Direct Traffic;2;63;2;0
Business;30-40;;Yes;Direct Traffic;4;101;4;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;380;3;1
Business;30-40;None;Yes;Google;9;1562;3;1
Engineering;18-30;Both;Yes;Direct Traffic;3;1152;3;1
Business;30-40;None;Yes;Direct Traffic;2;280;2;1
;;;No;Google;5;78;5;0
;;;No;Direct Traffic;15;56;5;0
Business;30-40;None;Yes;Direct Traffic;2;567;2;0
Unemployed/other;40+;Spotify;Yes;Direct Traffic;2;1198;2;1
;;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;4;239;4;0
;;;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;No;Direct Traffic;2;150;2;0
Business;30-40;Both;Yes;Google;3;160;3;1
;;;Yes;Google;2;213;2;0
Unemployed/other;40+;Netflix;Yes;Google;10;97;3.33;1
Business;30-40;;No;Google;5;1067;5;0
Business;30-40;;Yes;Google;2;222;2;0
Business;30-40;;Yes;Direct Traffic;7;705;7;0
Business;30-40;Netflix;Yes;Google;6;1578;3;1
;;;No;Direct Traffic;3;1608;3;0
Business;30-40;Netflix;Yes;Direct Traffic;1;139;1;0
Business;30-40;Netflix;No;Facebook;0;0;0;0
Unemployed/other;40+;Netflix;Yes;Direct Traffic;4;1446;4;1
Business;30-40;;Yes;Direct Traffic;13;306;4.33;0
;;;Yes;Google;6;267;3;0
Law;30-40;Netflix;Yes;Direct Traffic;4;1768;4;0
;;;No;Google;4;233;4;0
Business;30-40;Netflix;Yes;Direct Traffic;3;1083;3;1
Business;30-40;;Yes;Google;5;152;5;0
;;;Yes;Facebook;3;289;1;0
Business;30-40;;Yes;Google;4;74;4;0
Business;30-40;Netflix;Yes;Google;8;10;4;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Facebook;3;1097;1.5;1
Unemployed/other;40+;None;Yes;Direct Traffic;2;167;2;0
;;;Yes;Google;1;151;1;0
Business;30-40;Netflix;Yes;Google;24;282;3.43;1
Business;30-40;Netflix;Yes;Direct Traffic;6;379;2;0
Business;30-40;;Yes;Direct Traffic;5;768;5;0
;;;Yes;Direct Traffic;2;131;2;0
Engineering;18-30;Both;Yes;Direct Traffic;8;1568;8;1
Business;30-40;None;Yes;Direct Traffic;5;320;5;1
